avgTotalVolume,calculationPrice,change,changePercent,close,closeSource,closeTime,companyName,currency,delayedPrice,delayedPriceTime,extendedChange,extendedChangePercent,extendedPrice,extendedPriceTime,high,highSource,highTime,iexAskPrice,iexAskSize,iexBidPrice,iexBidSize,iexClose,iexCloseTime,iexLastUpdated,iexMarketPercent,iexOpen,iexOpenTime,iexRealtimePrice,iexRealtimeSize,iexVolume,lastTradeTime,latestPrice,latestSource,latestTime,latestUpdate,latestVolume,low,lowSource,lowTime,marketCap,oddLotDelayedPrice,oddLotDelayedPriceTime,open,openTime,openSource,peRatio,previousClose,previousVolume,primaryExchange,symbol,volume,week52High,week52Low,ytdChange,isUSMarketOpen
35984391,tops,-2.06,-0.00695,,official,,Microsoft Corporation,USD,,,,,,,,IEX real time price,1643140158049,305,100,294.29,300,294.3,1643140342746,1643140351120,0.031320347049667865,291.5,1643121000044,294.31,100,1304137,1643140342746,294.31,IEX real time price,2:52:31 PM,1643140351120,,,IEX real time price,1643126408583,2209673724474,,,,,official,32.92,296.37,86035393,NASDAQ,MSFT,,349.67,222.91,-0.1257356803044719,true
