close,high,low,open,symbol,volume,id,key,subkey,date,updated,changeOverTime,marketChangeOverTime,uOpen,uClose,uHigh,uLow,uVolume,fOpen,fClose,fHigh,fLow,fVolume,label,change,changePercent
1893.07,1915.54,1844.585,1844.585,GOOGL,2012603,HISTORICAL_PRICES,GOOGL,,2021-02-01,1612238411000,0,0,1844.585,1893.07,1915.54,1844.585,2012603,1844.585,1893.07,1915.54,1844.585,2012603,"Feb 1, 21",0,0
1919.12,1949.37,1906.37,1913.13,GOOGL,3316620,HISTORICAL_PRICES,GOOGL,,2021-02-02,1612320499000,0.01376071671940285,0.01376071671940285,1913.13,1919.12,1949.37,1906.37,3316620,1913.13,1919.12,1949.37,1906.37,3316620,"Feb 2, 21",26.049999999999955,0.0138
2058.88,2106.6234,2013.55,2065.61,GOOGL,4894082,HISTORICAL_PRICES,GOOGL,,2021-02-03,1612403294000,0.08758788634334715,0.08758788634334715,2065.61,2058.88,2106.6234,2013.55,4894082,2065.61,2058.88,2106.6234,2013.55,4894082,"Feb 3, 21",139.76000000000022,0.0728
2053.63,2069.3,2035.1,2060.6156,GOOGL,2429780,HISTORICAL_PRICES,GOOGL,,2021-02-04,1612490417000,0.08481461330008937,0.08481461330008937,2060.6156,2053.63,2069.3,2035.1,2429780,2060.6156,2053.63,2069.3,2035.1,2429780,"Feb 4, 21",-5.25,-0.0025
2088.83,2095.94,2050,2059.56,GOOGL,1493256,HISTORICAL_PRICES,GOOGL,,2021-02-05,1612577774000,0.10340874875202713,0.10340874875202713,2059.56,2088.83,2095.94,2050,1493256,2059.56,2088.83,2095.94,2050,1493256,"Feb 5, 21",35.19999999999982,0.0171
2084.52,2115,2063.35,2100,GOOGL,1441443,HISTORICAL_PRICES,GOOGL,,2021-02-08,1612835293000,0.10113202364413364,0.10113202364413364,2100,2084.52,2115,2063.35,1441443,2100,2084.52,2115,2063.35,1441443,"Feb 8, 21",-4.309999999999945,-0.0021
2075.39,2098.51,2070,2074.8,GOOGL,1094583,HISTORICAL_PRICES,GOOGL,,2021-02-09,1612926139000,0.09630916976128719,0.09630916976128719,2074.8,2075.39,2098.51,2070,1094583,2074.8,2075.39,2098.51,2070,1094583,"Feb 9, 21",-9.13000000000011,-0.0044
2086.48,2098.88,2052.24,2083.14,GOOGL,1255080,HISTORICAL_PRICES,GOOGL,,2021-02-10,1613015292000,0.10216737891361655,0.10216737891361655,2083.14,2086.48,2098.88,2052.24,1255080,2083.14,2086.48,2098.88,2052.24,1255080,"Feb 10, 21",11.090000000000146,0.0053
2088.75,2094,2068.86,2091,GOOGL,1024029,HISTORICAL_PRICES,GOOGL,,2021-02-11,1613094497000,0.10336648935327276,0.10336648935327276,2091,2088.75,2094,2068.86,1024029,2091,2088.75,2094,2068.86,1024029,"Feb 11, 21",2.269999999999982,0.0011
2095.03,2099.5,2073.57,2079.77,GOOGL,949525,HISTORICAL_PRICES,GOOGL,,2021-02-12,1613182579000,0.1066838521554936,0.1066838521554936,2079.77,2095.03,2099.5,2073.57,949525,2079.77,2095.03,2099.5,2073.57,949525,"Feb 12, 21",6.2800000000002,0.003
2110.7,2145.14,2091.75,2091.75,GOOGL,1550195,HISTORICAL_PRICES,GOOGL,,2021-02-16,1613527217000,0.11496141188651232,0.11496141188651232,2091.75,2110.7,2145.14,2091.75,1550195,2091.75,2110.7,2145.14,2091.75,1550195,"Feb 16, 21",15.669999999999618,0.0075
2118.62,2122.4434,2088.35,2093.98,GOOGL,1015177,HISTORICAL_PRICES,GOOGL,,2021-02-17,1613616494000,0.11914509236319838,0.11914509236319838,2093.98,2118.62,2122.4434,2088.35,1015177,2093.98,2118.62,2122.4434,2088.35,1015177,"Feb 17, 21",7.920000000000073,0.0038
2105.81,2121.99,2093.33,2105,GOOGL,1128549,HISTORICAL_PRICES,GOOGL,,2021-02-18,1613700127000,0.11237830613764943,0.11237830613764943,2105,2105.81,2121.99,2093.33,1128549,2105,2105.81,2121.99,2093.33,1128549,"Feb 18, 21",-12.809999999999945,-0.006
2088.81,2118.58,2083.43,2107.79,GOOGL,1896939,HISTORICAL_PRICES,GOOGL,,2021-02-19,1613787378000,0.10339818390233854,0.10339818390233854,2107.79,2088.81,2118.58,2083.43,1896939,2107.79,2088.81,2118.58,2083.43,1896939,"Feb 19, 21",-17,-0.0081
2054.26,2080.33,2048,2053.6,GOOGL,1473317,HISTORICAL_PRICES,GOOGL,,2021-02-22,1614056422000,0.08514740606528036,0.08514740606528036,2053.6,2054.26,2080.33,2048,1473317,2053.6,2054.26,2080.33,2048,1473317,"Feb 22, 21",-34.54999999999973,-0.0165
2060.12,2072.5,1990.23,2013.99,GOOGL,1732899,HISTORICAL_PRICES,GOOGL,,2021-02-23,1614132014000,0.08824290702404029,0.08824290702404029,2013.99,2060.12,2072.5,1990.23,1732899,2013.99,2060.12,2072.5,1990.23,1732899,"Feb 23, 21",5.859999999999673,0.0029
2083.81,2088.32,2027.53,2030.04,GOOGL,1130437,HISTORICAL_PRICES,GOOGL,,2021-02-24,1614218424000,0.10075697148018828,0.10075697148018828,2030.04,2083.81,2088.32,2027.53,1130437,2030.04,2083.81,2088.32,2027.53,1130437,"Feb 24, 21",23.690000000000055,0.0115
2015.95,2083,2006.49,2055.93,GOOGL,2077409,HISTORICAL_PRICES,GOOGL,,2021-02-25,1614306733000,0.06491043648676495,0.06491043648676495,2055.93,2015.95,2083,2006.49,2077409,2055.93,2015.95,2083,2006.49,2077409,"Feb 25, 21",-67.8599999999999,-0.0326
2021.91,2056.52,2001.01,2029.95,GOOGL,2002064,HISTORICAL_PRICES,GOOGL,,2021-02-26,1614392180000,0.06805876169396807,0.06805876169396807,2029.95,2021.91,2056.52,2001.01,2002064,2029.95,2021.91,2056.52,2001.01,2002064,"Feb 26, 21",5.960000000000036,0.003
2069.66,2076.23,2034.42,2048,GOOGL,1303089,HISTORICAL_PRICES,GOOGL,,2021-03-01,1614651376000,0.09328234032550298,0.09328234032550298,2048,2069.66,2076.23,2034.42,1303089,2048,2069.66,2076.23,2034.42,1303089,"Mar 1, 21",47.74999999999977,0.0236
2064.48,2094.74,2056.67,2064.84,GOOGL,1278184,HISTORICAL_PRICES,GOOGL,,2021-03-02,1614736810000,0.0905460442561554,0.0905460442561554,2064.84,2064.48,2094.74,2056.67,1278184,2064.84,2064.48,2094.74,2056.67,1278184,"Mar 2, 21",-5.179999999999836,-0.0025
2011.41,2075.99,1994,2051.95,GOOGL,1694645,HISTORICAL_PRICES,GOOGL,,2021-03-03,1614823232000,0.06251221560745253,0.06251221560745253,2051.95,2011.41,2075.99,1994,1694645,2051.95,2011.41,2075.99,1994,1694645,"Mar 3, 21",-53.069999999999936,-0.0257
2033.93,2074.59,2005.43,2014.869,GOOGL,2460786,HISTORICAL_PRICES,GOOGL,,2021-03-04,1614909626000,0.0744082363568173,0.0744082363568173,2014.869,2033.93,2074.59,2005.43,2460786,2014.869,2033.93,2074.59,2005.43,2460786,"Mar 4, 21",22.519999999999982,0.0112
2097.07,2106.2,2027.7773,2061.15,GOOGL,2654977,HISTORICAL_PRICES,GOOGL,,2021-03-05,1614996975000,0.10776146682373089,0.10776146682373089,2061.15,2097.07,2106.2,2027.7773,2654977,2061.15,2097.07,2106.2,2027.7773,2654977,"Mar 5, 21",63.1400000000001,0.031
2007.5,2113.74,2005.19,2084.06,GOOGL,1843371,HISTORICAL_PRICES,GOOGL,,2021-03-08,1615256178000,0.060446787493330975,0.060446787493330975,2084.06,2007.5,2113.74,2005.19,1843371,2084.06,2007.5,2113.74,2005.19,1843371,"Mar 8, 21",-89.57000000000016,-0.0427
2040.36,2063.9153,2035.6,2049.75,GOOGL,1696031,HISTORICAL_PRICES,GOOGL,,2021-03-09,1615340899000,0.07780483553170246,0.07780483553170246,2049.75,2040.36,2063.9153,2035.6,1696031,2049.75,2040.36,2063.9153,2035.6,1696031,"Mar 9, 21",32.8599999999999,0.0164
2036.19,2061.4,2019.33,2061.4,GOOGL,1355004,HISTORICAL_PRICES,GOOGL,,2021-03-10,1615427292000,0.07560206437162922,0.07560206437162922,2061.4,2036.19,2061.4,2019.33,1355004,2061.4,2036.19,2061.4,2019.33,1355004,"Mar 10, 21",-4.169999999999845,-0.002
2100.54,2111.27,2056.45,2058.22,GOOGL,1385130,HISTORICAL_PRICES,GOOGL,,2021-03-11,1615514418000,0.10959446824470306,0.10959446824470306,2058.22,2100.54,2111.27,2056.45,1385130,2058.22,2100.54,2111.27,2056.45,1385130,"Mar 11, 21",64.34999999999991,0.0316
2050,2077.61,2032.42,2076.41,GOOGL,1690899,HISTORICAL_PRICES,GOOGL,,2021-03-12,1615601777000,0.08289709308160821,0.08289709308160821,2076.41,2050,2077.61,2032.42,1690899,2076.41,2050,2077.61,2032.42,1690899,"Mar 12, 21",-50.539999999999964,-0.0241
2054.44,2054.99,2027.79,2044.975,GOOGL,1310741,HISTORICAL_PRICES,GOOGL,,2021-03-15,1615859298000,0.08524248971247768,0.08524248971247768,2044.975,2054.44,2054.99,2027.79,1310741,2044.975,2054.44,2054.99,2027.79,1310741,"Mar 15, 21",4.440000000000055,0.0022
2083.89,2113.68,2059.29,2065.99,GOOGL,1595015,HISTORICAL_PRICES,GOOGL,,2021-03-16,1615943780000,0.10079923087894264,0.10079923087894264,2065.99,2083.89,2113.68,2059.29,1595015,2065.99,2083.89,2113.68,2059.29,1595015,"Mar 16, 21",29.449999999999818,0.0143
2082.22,2099,2044.1218,2068.47,GOOGL,1319126,HISTORICAL_PRICES,GOOGL,,2021-03-17,1616032976000,0.09991706592994441,0.09991706592994441,2068.47,2082.22,2099,2044.1218,1319126,2068.47,2082.22,2099,2044.1218,1319126,"Mar 17, 21",-1.6700000000000728,-0.0008
2021.34,2068.746,2019.18,2048.18,GOOGL,1585648,HISTORICAL_PRICES,GOOGL,,2021-03-18,1616115650000,0.06775766347784286,0.06775766347784286,2048.18,2021.34,2068.746,2019.18,1585648,2048.18,2021.34,2068.746,2019.18,1585648,"Mar 18, 21",-60.87999999999988,-0.0292
2026.96,2037.04,2002.93,2029.73,GOOGL,2303596,HISTORICAL_PRICES,GOOGL,,2021-03-19,1616202976000,0.07072638624033982,0.07072638624033982,2029.73,2026.96,2037.04,2002.93,2303596,2029.73,2026.96,2037.04,2002.93,2303596,"Mar 19, 21",5.620000000000118,0.0028
2030.69,2048.34,2014,2027.63,GOOGL,1676771,HISTORICAL_PRICES,GOOGL,,2021-03-22,1616460500000,0.07269673070726393,0.07269673070726393,2027.63,2030.69,2048.34,2014,1676771,2027.63,2030.69,2048.34,2014,1676771,"Mar 22, 21",3.730000000000018,0.0018
2041.33,2064.11,2028.0001,2039.95,GOOGL,1425456,HISTORICAL_PRICES,GOOGL,,2021-03-23,1616547627000,0.07831723074159962,0.07831723074159962,2039.95,2041.33,2064.11,2028.0001,1425456,2039.95,2041.33,2064.11,2028.0001,1425456,"Mar 23, 21",10.639999999999873,0.0052
2032.53,2067.6,2029.0001,2051.76,GOOGL,1260853,HISTORICAL_PRICES,GOOGL,,2021-03-24,1616633298000,0.07366869687861519,0.07366869687861519,2051.76,2032.53,2067.6,2029.0001,1260853,2051.76,2032.53,2067.6,2029.0001,1260853,"Mar 24, 21",-8.799999999999955,-0.0043
2032.46,2045.64,1996.09,2029.05,GOOGL,1780787,HISTORICAL_PRICES,GOOGL,,2021-03-25,1616719693000,0.07363171990470511,0.07363171990470511,2029.05,2032.46,2045.64,1996.09,1780787,2029.05,2032.46,2045.64,1996.09,1780787,"Mar 25, 21",-0.06999999999993634,0
2024.73,2039.385,2003.85,2031.79,GOOGL,1398875,HISTORICAL_PRICES,GOOGL,,2021-03-26,1616807779000,0.06954840550006079,0.06954840550006079,2031.79,2024.73,2039.385,2003.85,1398875,2031.79,2024.73,2039.385,2003.85,1398875,"Mar 26, 21",-7.730000000000018,-0.0038
2045.79,2049.21,2005.45,2022.16,GOOGL,1324631,HISTORICAL_PRICES,GOOGL,,2021-03-29,1617066013000,0.08067319222215767,0.08067319222215767,2022.16,2045.79,2049.21,2005.45,1324631,2022.16,2045.79,2049.21,2005.45,1324631,"Mar 29, 21",21.059999999999945,0.0104
2046.47,2062.67,2036.15,2052.98,GOOGL,1365856,HISTORICAL_PRICES,GOOGL,,2021-03-30,1617153372000,0.08103239711157015,0.08103239711157015,2052.98,2046.47,2062.67,2036.15,1365856,2052.98,2046.47,2062.67,2036.15,1365856,"Mar 30, 21",0.6800000000000637,0.0003
2062.52,2086.26,2047,2054.4,GOOGL,2128482,HISTORICAL_PRICES,GOOGL,,2021-03-31,1617238095000,0.08951068898667247,0.08951068898667247,2054.4,2062.52,2086.26,2047,2128482,2054.4,2062.52,2086.26,2047,2128482,"Mar 31, 21",16.049999999999955,0.0078
2129.78,2135.75,2091.43,2092.25,GOOGL,1994005,HISTORICAL_PRICES,GOOGL,,2021-04-01,1617324498000,0.12504027848943794,0.12504027848943794,2092.25,2129.78,2135.75,2091.43,1994005,2092.25,2129.78,2135.75,2091.43,1994005,"Apr 1, 21",67.26000000000022,0.0326
2218.96,2228.99,2145.205,2147.15,GOOGL,2425480,HISTORICAL_PRICES,GOOGL,,2021-04-05,1617670095000,0.17214894325090996,0.17214894325090996,2147.15,2218.96,2228.99,2145.205,2425480,2147.15,2218.96,2228.99,2145.205,2425480,"Apr 5, 21",89.17999999999984,0.0419
2209.26,2228,2201.79,2210.92,GOOGL,1762039,HISTORICAL_PRICES,GOOGL,,2021-04-06,1617757221000,0.16702499115193853,0.16702499115193853,2210.92,2209.26,2228,2201.79,1762039,2210.92,2209.26,2228,2201.79,1762039,"Apr 6, 21",-9.699999999999818,-0.0044
2239.03,2244.5,2213.1,2213.1,GOOGL,1206696,HISTORICAL_PRICES,GOOGL,,2021-04-07,1617842893000,0.1827507699134212,0.1827507699134212,2213.1,2239.03,2244.5,2213.1,1206696,2213.1,2239.03,2244.5,2213.1,1206696,"Apr 7, 21",29.769999999999982,0.0135
2250.43,2271.7899,2243.01,2264,GOOGL,1433214,HISTORICAL_PRICES,GOOGL,,2021-04-08,1617930081000,0.1887727342359236,0.1887727342359236,2264,2250.43,2271.7899,2243.01,1433214,2264,2250.43,2271.7899,2243.01,1433214,"Apr 8, 21",11.399999999999636,0.0051
2270.67,2273.97,2237.255,2245.44,GOOGL,1307265,HISTORICAL_PRICES,GOOGL,,2021-04-09,1618017378000,0.199464362120788,0.199464362120788,2245.44,2270.67,2273.97,2237.255,1307265,2245.44,2270.67,2273.97,2237.255,1307265,"Apr 9, 21",20.240000000000236,0.009
2244.62,2256.885,2227.82,2254.12,GOOGL,1251183,HISTORICAL_PRICES,GOOGL,,2021-04-12,1618275624000,0.18570364540138504,0.18570364540138504,2254.12,2244.62,2256.885,2227.82,1251183,2254.12,2244.62,2256.885,2227.82,1251183,"Apr 12, 21",-26.050000000000182,-0.0115
