aapl,142.92,145.09,AAPL,157611713
aapl,143.16,144.3,AAPL,98390555
aapl,142.06,144.3,AAPL,140843759
aapl,137.09,141.99,AAPL,142621128
aapl,131.96,136.74,AAPL,177523812
aapl,134.14,135.38,AAPL,106239823
aapl,134.99,136.31,AAPL,83305367
aapl,133.94,135.77,AAPL,89880937
aapl,137.39,137.4,AAPL,84183061
aapl,136.76,137.42,AAPL,75693830
aapl,136.91,136.96,AAPL,71297214
aapl,136.01,137.877,AAPL,76774213
aapl,135.39,136.99,AAPL,73046563
aapl,135.13,136.39,AAPL,64280029
aapl,135.37,135.53,AAPL,60145130
aapl,133.19,136.01,AAPL,80576316
aapl,130.84,132.22,AAPL,98085249
aapl,129.71,129.995,AAPL,96856748
aapl,129.87,130.71,AAPL,87668834
aapl,126,129.72,AAPL,103916419
aapl,125.86,126.71,AAPL,158273022
aapl,125.35,125.56,AAPL,111039904
aapl,120.99,126.4585,AAPL,148199540
aapl,121.26,124.85,AAPL,164560394
aapl,127.79,127.93,AAPL,116307892
aapl,125.12,128.72,AAPL,102260945
aapl,122.06,125.71,AAPL,112966340
aapl,120.13,123.6,AAPL,178154975
aapl,121.42,121.935,AAPL,153766601
aapl,116.36,121,AAPL,154376610
aapl,121.085,122.06,AAPL,129525780
aapl,119.98,122.17,AAPL,111943326
aapl,121.96,123.21,AAPL,103026514
aapl,121.03,121.17,AAPL,88105050
aapl,123.99,124,AAPL,92590555
aapl,125.57,127.22,AAPL,115227936
aapl,124.76,125.8599,AAPL,111932636
aapl,120.53,123.18,AAPL,121469755
aapl,119.99,121.43,AAPL,185549522
aapl,123.39,123.87,AAPL,111912284
aapl,122.54,124.24,AAPL,95467142
aapl,120.09,122.9,AAPL,88530485
aapl,120.59,121.66,AAPL,98844681
aapl,121.21,121.48,AAPL,94071234
aapl,121.39,122.58,AAPL,80819203
aapl,119.9,120.4031,AAPL,85671919
aapl,122.15,123.52,AAPL,118323826
aapl,123,124.18,AAPL,75089134
aapl,125.9,126.1601,AAPL,88651175
aapl,126.21,127.13,AAPL,80171253
aapl,127.9,127.92,AAPL,83466716
aapl,130.36,130.39,AAPL,88844591
aapl,132.995,133.04,AAPL,106686703
aapl,131.24,132.85,AAPL,91419983
aapl,134.43,134.66,AAPL,91266545
aapl,132.03,135,AAPL,87222782
aapl,134.5,135,AAPL,89347102
aapl,134.16,134.67,AAPL,84922386
aapl,134.84,135.47,AAPL,94264215
aapl,133.11,135.53,AAPL,94812349
aapl,133.5,133.75,AAPL,68847136
aapl,131.94,134.15,AAPL,84566456
aapl,134.32,135.12,AAPL,78756779
aapl,134.72,135.06,AAPL,66905069
aapl,134.39,135.41,AAPL,66015804
aapl,133.58,135.02,AAPL,107760097
aapl,133.48,137.07,AAPL,151100953
aapl,131.46,133.56,AAPL,109839466
aapl,132.54,134.07,AAPL,75135100
aapl,127.85,131.4899,AAPL,137564718
aapl,128.1,130.45,AAPL,84000900
aapl,129.74,129.75,AAPL,78128334
aapl,130.21,131.2582,AAPL,78973273
aapl,126.85,129.54,AAPL,88071229
aapl,125.91,126.27,AAPL,126142826
aapl,122.77,124.64,AAPL,112172282
aapl,124.97,126.15,AAPL,105861339
aapl,127.45,127.89,AAPL,81917951
aapl,126.27,126.93,AAPL,74244624
aapl,124.85,126.99,AAPL,63342929
aapl,124.69,124.915,AAPL,92611989
aapl,127.31,127.72,AAPL,76857123
aapl,125.43,128,AAPL,79295436
aapl,127.1,127.94,AAPL,63092945
aapl,126.9,128.32,AAPL,72009482
aapl,126.85,127.39,AAPL,56575920
aapl,125.28,127.64,AAPL,94625601
aapl,124.61,125.8,AAPL,71311109
aapl,124.28,125.35,AAPL,67637118
aapl,125.06,125.24,AAPL,59278862
aapl,123.54,124.85,AAPL,76229170
aapl,125.89,126.16,AAPL,75169343
aapl,125.9,126.32,AAPL,71057550
aapl,126.74,128.46,AAPL,74403774
aapl,127.13,127.75,AAPL,56877937
aapl,126.11,128.19,AAPL,71186421
aapl,127.35,127.44,AAPL,53522373
aapl,130.48,130.54,AAPL,96906490
aapl,129.64,130.6,AAPL,62746332
aapl,130.15,130.89,AAPL,91815026
aapl,131.79,132.55,AAPL,96721669
aapl,130.46,131.51,AAPL,108953309
aapl,132.3,132.41,AAPL,79663316
aapl,133.98,134.08,AAPL,74783618
aapl,133.7,134.32,AAPL,60214200
aapl,133.41,134.64,AAPL,68710998
aapl,133.11,133.89,AAPL,70783746
aapl,134.78,135.245,AAPL,62111303
aapl,136.33,136.49,AAPL,64556081
aapl,136.96,137.41,AAPL,63261393
aapl,137.27,137.33,AAPL,52485781
aapl,139.96,140,AAPL,78945572
aapl,142.02,143.15,AAPL,108181793
aapl,144.57,144.89,AAPL,104911589
aapl,143.24,144.06,AAPL,105575458
aapl,145.11,145.65,AAPL,99890800
