"EstablishmentID","InspectionID","Ins_TypeDesc","EstablishmentName","PlaceName","Address","Address2","City","State","Zip","TypeDescription","InspectionDate","score","Grade","NameSearch","Intersection"
"72438","1579836","REGULAR","GORDON FOOD SERVICE STORE","","641 S HURSTBOURNE PKWY","","LOUISVILLE","KY","40222","RETAIL-FOOD  10,001 SQ FT OR OVER","2021-01-25 00:00:00","100","A","GORDON FOOD SERVICE STORE",""
"72438","1579837","REGULAR","GORDON FOOD SERVICE STORE","","641 S HURSTBOURNE PKWY","","LOUISVILLE","KY","40222","RETAIL-FOOD  10,001 SQ FT OR OVER","2021-01-25 00:00:00","100","","GORDON FOOD SERVICE STORE",""
"34272","1579862","REGULAR","WHITE CASTLE #17","","3705 BARDSTOWN RD","","LOUISVILLE","KY","40218","FOOD SERVICE","2021-01-25 00:00:00","98","A","WHITE CASTLE #17",""
"92244","1579944","REGULAR","8 TASTE OF CHINA","","1167 S 4TH ST","","LOUISVILLE","KY","40203","FOOD SERVICE","2021-01-25 00:00:00","93","A","8 TASTE OF CHINA",""
"108032","1579945","REGULAR","SOUL FOOD EXPRESS","","418 W OAK ST","","LOUISVILLE","KY","40203","FOOD SERVICE","2021-01-25 00:00:00","95","A","SOUL FOOD EXPRESS",""
"98867","1579983","REGULAR","SIGNATURE HEALTHCARE AT SUMMERFIELD","","1877 FARNSLEY RD","","LOUISVILLE","KY","40216","FOOD SERVICE (HOSPITAL / NURSING HOME","2021-01-26 00:00:00","97","A","SIGNATURE HEALTHCARE AT SUMMERFIELD",""
"104824","1579985","REGULAR","TACO BELL #34682","","1801 S BROOK ST","","LOUISVILLE","KY","40208","FOOD SERVICE","2021-01-26 00:00:00","97","A","TACO BELL #34682",""
"84569","1579986","REGULAR","WALGREENS #12321","","700 ALGONQUIN PKWY","","LOUISVILLE","KY","40208","PRE-PACKAGED RETAIL","2021-01-26 00:00:00","97","","WALGREENS #12321",""
"90118","1579987","REGULAR","QDOBA #2713","","1832 S 3RD ST","","LOUISVILLE","KY","40208","FOOD SERVICE","2021-01-26 00:00:00","95","A","QDOBA #2713",""
"104667","1580019","REGULAR","TACO BELL #34668","","6800 BARDSTOWN RD","","LOUISVILLE","KY","40291","FOOD SERVICE","2021-01-26 00:00:00","100","A","TACO BELL #34668",""
"55682","1580022","REGULAR","HONEY BAKED HAM","","6423 BARDSTOWN RD","","LOUISVILLE","KY","40291","RETAIL-FOOD  10,000 SQ FT OR LESS","2021-01-26 00:00:00","100","","HONEY BAKED HAM",""
"88273","1580036","REGULAR","DAIRY QUEEN","","400 FAIRDALE RD","","FAIRDALE","KY","40118","FOOD SERVICE","2021-01-26 00:00:00","94","A","DAIRY QUEEN",""
"103887","1579872","REGULAR","DUNKIN DONUTS","","2815 FERN VALLEY RD","","LOUISVILLE","KY","40213","FOOD SERVICE","2021-01-25 00:00:00","96","A","DUNKIN DONUTS",""
"88826","1579947","REGULAR","THOROBRED LOUNGE","","3634 S 7TH ST","","LOUISVILLE","KY","40216","FOOD SERVICE","2021-01-25 00:00:00","98","A","THOROBRED LOUNGE",""
"103378","1580180","REGULAR","MARKETPLACE (SAC)","","2100 S FLOYD ST","","LOUISVILLE","KY","40208","FOOD SERVICE","2021-01-27 00:00:00","99","A","MARKETPLACE (SAC)",""
"100732","1580181","REGULAR","CHICK-FIL-A (SAC)","","2100 S FLOYD ST","","LOUISVILLE","KY","40208","FOOD SERVICE","2021-01-27 00:00:00","100","A","CHICK-FIL-A (SAC)",""
"106000","1579838","REGULAR","ALDI USA","","845 S HURSTBOURNE PKWY","","LOUISVILLE","KY","40222","PRE-PACKAGED RETAIL","2021-01-25 00:00:00","100","","ALDI USA",""
"109609","1580226","REGULAR","WAFFLE HOUSE #1444","","7715 BARDSTOWN RD","","LOUISVILLE","KY","40291","FOOD SERVICE","2021-01-27 00:00:00","96","A","WAFFLE HOUSE #1444",""
"105111","1580228","REGULAR","POPEYE'S","","7723 BARDSTOWN RD","","LOUISVILLE","KY","40291","FOOD SERVICE","2021-01-27 00:00:00","96","A","POPEYE'S",""
"107187","1580235","REGULAR","THORNTONS #155","","8405 NATIONAL TURNPIKE","","LOUISVILLE","KY","40214","RETAIL-FOOD  10,000 SQ FT OR LESS","2021-01-27 00:00:00","99","A","THORNTONS #155",""
"107187","1580236","REGULAR","THORNTONS #155","","8405 NATIONAL TURNPIKE","","LOUISVILLE","KY","40214","RETAIL-FOOD  10,000 SQ FT OR LESS","2021-01-27 00:00:00","99","","THORNTONS #155",""
"98333","1580237","REGULAR","FAIRDALE PIZZA","","10619 W MANSLICK RD","","FAIRDALE","KY","40118","FOOD SERVICE","2021-01-27 00:00:00","99","A","FAIRDALE PIZZA",""
"94265","1580286","REGULAR","IGA CROSSROADS MARKET 782","","14010 SHELBYVILLE RD","","LOUISVILLE","KY","40245","RETAIL-FOOD  10,001 SQ FT OR OVER","2021-01-27 00:00:00","97","","IGA CROSSROADS MARKET 782",""
"98321","1580346","REGULAR","JENNY CRAIG WEIGHT LOSS CENTER","","3600 SPRINGHURST BLVD","","LOUISVILLE","KY","40241","PRE-PACKAGED RETAIL","2021-01-28 00:00:00","100","","JENNY CRAIG WEIGHT LOSS CENTER",""
"101544","1580347","REGULAR","CHEDDAR'S SCRATCH KITCHEN","","10403 WESTPORT RD","","LOUISVILLE","KY","40241","FOOD SERVICE","2021-01-28 00:00:00","96","A","CHEDDAR'S SCRATCH KITCHEN",""
"80688","1580352","FOLLOWUP","BEARNO'S","","4105 DIXIE HWY","","LOUISVILLE","KY","40216","FOOD SERVICE","2021-01-28 00:00:00","100","A","BEARNO'S",""
"97682","1580371","REGULAR","CHICK-FIL-A","","4925 OUTER LOOP","","LOUISVILLE","KY","40219","FOOD SERVICE","2021-01-28 00:00:00","100","A","CHICK-FIL-A",""
"91679","1580377","REGULAR","SUPER USA #5","","5901 NEW CUT RD","","LOUISVILLE","KY","40214","RETAIL-FOOD  10,000 SQ FT OR LESS","2021-01-28 00:00:00","97","A","SUPER USA #5",""
"91679","1580378","REGULAR","SUPER USA #5","","5901 NEW CUT RD","","LOUISVILLE","KY","40214","RETAIL-FOOD  10,000 SQ FT OR LESS","2021-01-28 00:00:00","95","","SUPER USA #5",""
"31299","1580379","REGULAR","SOUTHSIDE CHRISTIAN #3","","7419 ST. ANDREWS CHURCH RD","","LOUISVILLE","KY","40214","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","2021-01-28 00:00:00","100","A","SOUTHSIDE CHRISTIAN #3",""
"92913","1580381","REGULAR","B QUICK FOODMART","","2119 UPPER HUNTERS TRACE","","LOUISVILLE","KY","40216","PRE-PACKAGED RETAIL","2021-01-28 00:00:00","95","","B QUICK FOODMART",""
"109171","1580383","REGULAR","MG'S PRIMETIME CAFE","","7017 GLOBAL DR","","LOUISVILLE","KY","40258","FOOD SERVICE","2021-01-28 00:00:00","98","A","MG'S PRIMETIME CAFE",""
"87479","1580384","REGULAR","SUNSHINE GROCERY","","125 E OAK ST","","LOUISVILLE","KY","40203","PRE-PACKAGED RETAIL","2021-01-28 00:00:00","98","","SUNSHINE GROCERY",""
"85857","1580385","REGULAR","DOLLAR GENERAL #12215","","2701 S 4TH ST","","LOUISVILLE","KY","40208","PRE-PACKAGED RETAIL","2021-01-28 00:00:00","100","","DOLLAR GENERAL #12215",""
"44019","1580386","REGULAR","FAMILY DOLLAR #20928","","3277 TAYLOR BLVD","","LOUISVILLE","KY","40215","PRE-PACKAGED RETAIL","2021-01-28 00:00:00","97","","FAMILY DOLLAR #20928",""
"104339","1580387","REGULAR","SOUTHSIDE QUICK STOP","","3449 TAYLOR BLVD","","LOUISVILLE","KY","40215","PRE-PACKAGED RETAIL","2021-01-28 00:00:00","98","","SOUTHSIDE QUICK STOP",""
"68713","1580020","REGULAR","PENN STATION","","6525 BARDSTOWN RD","","LOUISVILLE","KY","40291","FOOD SERVICE","2021-01-26 00:00:00","99","A","PENN STATION",""
"91805","1580037","REGULAR","DOLLAR GENERAL #59","","8701 NATIONAL TURNPIKE","","FAIRDALE","KY","40118","PRE-PACKAGED RETAIL","2021-01-26 00:00:00","94","","DOLLAR GENERAL #59",""
"96120","1580040","REGULAR","HOOTERS","","4948 DIXIE HWY","","LOUISVILLE","KY","40216","FOOD SERVICE","2021-01-26 00:00:00","91","A","HOOTERS",""
"34796","1580048","REGULAR","KROGER L-186","","2219 HOLIDAY MANOR CENTER","","LOUISVILLE","KY","40222","RETAIL-FOOD  10,001 SQ FT OR OVER","2021-01-26 00:00:00","99","A","KROGER L-186",""
"52126","1580201","REGULAR","HYATT PLACE","","701 S HURSTBOURNE LN","","LOUISVILLE","KY","40222","FOOD SERVICE","2021-01-27 00:00:00","100","A","HYATT PLACE",""
"111293","1580203","REGULAR","HYATT HOUSE","","9315 LEESGATE RD","","LOUISVILLE","KY","40222","RETAIL-FOOD  10,000 SQ FT OR LESS","2021-01-27 00:00:00","100","","HYATT HOUSE",""
"66858","1580208","REGULAR","STARBUCKS #2562","","4001 SUMMIT PLAZA DR","","LOUISVILLE","KY","40241","FOOD SERVICE","2021-01-27 00:00:00","100","A","STARBUCKS #2562",""
"89726","1580209","REGULAR","MARTINI ITALIAN BISTRO","","4021 SUMMIT PLAZA DR","","LOUISVILLE","KY","40241","FOOD SERVICE","2021-01-27 00:00:00","98","A","MARTINI ITALIAN BISTRO",""
"90101","1580210","REGULAR","QDOBA #2098","","4059 SUMMIT PLAZA DR","","LOUISVILLE","KY","40241","FOOD SERVICE","2021-01-27 00:00:00","99","A","QDOBA #2098",""
"55682","1580021","REGULAR","HONEY BAKED HAM","","6423 BARDSTOWN RD","","LOUISVILLE","KY","40291","RETAIL-FOOD  10,000 SQ FT OR LESS","2021-01-26 00:00:00","100","A","HONEY BAKED HAM",""
"103377","1580033","REGULAR","ZEN SUSHI (SAC)","","2100 S FLOYD ST","","LOUISVILLE","KY","40208","FOOD SERVICE","2021-01-26 00:00:00","99","A","ZEN SUSHI (SAC)",""
"83137","1580227","REGULAR","CVS #6216","","6109 BARDSTOWN RD","","LOUISVILLE","KY","40291","PRE-PACKAGED RETAIL","2021-01-27 00:00:00","98","","CVS #6216",""
"68331","1580232","REGULAR","SOUTHSIDE CHRISTIAN #13","","5118 EUCLID AVE","","LOUISVILLE","KY","40272","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","2021-01-27 00:00:00","99","A","SOUTHSIDE CHRISTIAN #13",""
"99344","1580233","REGULAR","CHICK-FIL-A","","6630 DIXIE HWY","","LOUISVILLE","KY","40258","FOOD SERVICE","2021-01-27 00:00:00","99","A","CHICK-FIL-A",""
"111728","1580234","REGULAR","DIXIE CHICKEN","","7808 ST ANDREWS CHURCH RD","","LOUISVILLE","KY","40214","FOOD SERVICE","2021-01-27 00:00:00","94","A","DIXIE CHICKEN",""
"94271","1580284","REGULAR","SUBWAY #782","","14010 SHELBYVILLE RD","","LOUISVILLE","KY","40245","FOOD SERVICE","2021-01-27 00:00:00","99","A","SUBWAY #782",""
"94265","1580285","REGULAR","IGA CROSSROADS MARKET 782","","14010 SHELBYVILLE RD","","LOUISVILLE","KY","40245","RETAIL-FOOD  10,001 SQ FT OR OVER","2021-01-27 00:00:00","97","A","IGA CROSSROADS MARKET 782",""
"100731","1580034","REGULAR","PAPA JOHN'S (SAC)","","2100 S FLOYD ST","","LOUISVILLE","KY","40208","FOOD SERVICE","2021-01-26 00:00:00","99","A","PAPA JOHN'S (SAC)",""
"107591","1580035","REGULAR","WENDY'S (SAC)","","2100 S FLOYD ST","","LOUISVILLE","KY","40208","FOOD SERVICE","2021-01-26 00:00:00","99","A","WENDY'S (SAC)",""
"90129","1580038","REGULAR","QDOBA #2641","","6814 DIXIE HWY","","LOUISVILLE","KY","40258","FOOD SERVICE","2021-01-26 00:00:00","95","A","QDOBA #2641",""
"109568","1580039","REGULAR","KY TRAILER PAINT","","7070 INTERNATIONAL DR","","LOUISVILLE","KY","40258","PRE-PACKAGED RETAIL","2021-01-26 00:00:00","100","","KY TRAILER PAINT",""
"99105","1580047","REGULAR","PITT ACADEMY","","7515 WESTPORT RD","","LOUISVILLE","KY","40222","SCHOOL CAFETERIA OR FOOD SERVICE","2021-01-26 00:00:00","100","A","PITT ACADEMY",""
"34796","1580049","REGULAR","KROGER L-186","","2219 HOLIDAY MANOR CENTER","","LOUISVILLE","KY","40222","RETAIL-FOOD  10,001 SQ FT OR OVER","2021-01-26 00:00:00","97","","KROGER L-186",""
"71328","1580050","REGULAR","TSUNAMI / KROGER #186","","2219 HOLIDAY MANOR CENTER","","LOUISVILLE","KY","40222","FOOD SERVICE","2021-01-26 00:00:00","95","C","TSUNAMI / KROGER #186",""
"75196","1579859","REGULAR","RESIDENCE INN","","333 E MARKET ST","","LOUISVILLE","KY","40202","FOOD SERVICE","2021-01-25 00:00:00","99","A","RESIDENCE INN",""
"83509","1579860","REGULAR","JIMMY JOHN'S","","301 E MARKET ST","","LOUISVILLE","KY","40202","FOOD SERVICE","2021-01-25 00:00:00","100","A","JIMMY JOHN'S",""
"85480","1579948","REGULAR","BY-PASS LIQUOR","","3632 S 7TH ST","","LOUISVILLE","KY","40216","PRE-PACKAGED RETAIL","2021-01-25 00:00:00","99","","BY-PASS LIQUOR",""
"100140","1580178","REGULAR","VILLE GRILL","","2100 S FLOYD ST","","LOUISVILLE","KY","40208","FOOD SERVICE","2021-01-27 00:00:00","99","A","VILLE GRILL",""
"100077","1580179","REGULAR","U OF L CATERING SERVICES (SAC)","","2100 S FLOYD ST","","LOUISVILLE","KY","40208","CATERERS","2021-01-27 00:00:00","100","A","U OF L CATERING SERVICES (SAC)",""
"101744","1580182","REGULAR","PANDA EXPRESS (SAC)","","2100 S FLOYD ST","","LOUISVILLE","KY","40208","FOOD SERVICE","2021-01-27 00:00:00","100","A","PANDA EXPRESS (SAC)",""
"63091","1580198","REGULAR","MAX ORIENT","","4801 OUTER LOOP FC7","","LOUISVILLE","KY","40219","FOOD SERVICE","2021-01-27 00:00:00","94","A","MAX ORIENT",""
"111293","1580202","REGULAR","HYATT HOUSE","","9315 LEESGATE RD","","LOUISVILLE","KY","40222","RETAIL-FOOD  10,000 SQ FT OR LESS","2021-01-27 00:00:00","100","A","HYATT HOUSE",""
"105659","1580204","REGULAR","WICKS PIZZA","","3348 HIKES LN","","LOUISVILLE","KY","40220","FOOD SERVICE","2021-01-27 00:00:00","99","A","WICKS PIZZA",""
"113256","1615630","OTHER","BLEND MIDDLETOWN","","12240 SHELBYVILLE RD","","LOUISVILLE","KY","40243","FOOD SERVICE","2021-08-03 00:00:00","100","","BLEND MIDDLETOWN",""
"64345","1615717","REGULAR","ATRIA STONY BROOK","","3451 S HURSTBOURNE PKWY","","LOUISVILLE","KY","40299","FOOD SERVICE","2021-08-11 00:00:00","98","A","ATRIA STONY BROOK",""
"105110","1615754","REGULAR","80 20 AT KAELINS","","1801 NEWBURG RD","","LOUISVILLE","KY","40205","FOOD SERVICE","2021-08-11 00:00:00","85","C","80 20 AT KAELINS",""
"78333","1615762","REGULAR","BEECHMONT YOUTH SPORTS","","5401 SOUTHSIDE DR","","LOUISVILLE","KY","40214","FOOD SERVICE","2021-08-11 00:00:00","100","A","BEECHMONT YOUTH SPORTS",""
"55185","1615781","REGULAR","KROGER L-707","","9440 BROWNSBORO RD","","LOUISVILLE","KY","40241","RETAIL-FOOD  10,001 SQ FT OR OVER","2021-08-11 00:00:00","91","","KROGER L-707",""
"33092","1618037","REGULAR","RETIRED SERVICEMEN'S CLUB","","1700 W HILL ST","","LOUISVILLE","KY","40210","FOOD SERVICE","2021-08-23 00:00:00","100","A","RETIRED SERVICEMEN'S CLUB",""
"105110","1618046","FOLLOWUP","80 20 AT KAELINS","","1801 NEWBURG RD","","LOUISVILLE","KY","40205","FOOD SERVICE","2021-08-18 00:00:00","100","B","80 20 AT KAELINS",""
"74257","1618052","REGULAR","FAMILY DOLLAR #26820","","4126 TAYLOR BLVD","","LOUISVILLE","KY","40215","PRE-PACKAGED RETAIL","2021-08-23 00:00:00","96","","FAMILY DOLLAR #26820",""
"68711","1618054","REGULAR","ARBY'S #7349","","2804 CRITTENDEN DR","","LOUISVILLE","KY","40209","FOOD SERVICE","2021-08-23 00:00:00","99","A","ARBY'S #7349",""
"110993","1621719","REGULAR","JON'TA JUICEZ","","1151 S 4TH ST","","LOUISVILLE","KY","40203","FOOD SERVICE","2021-09-10 00:00:00","97","A","JON'TA JUICEZ",""
"68077","1621720","REGULAR","DOLLAR TREE #2213","","11820 SHELBYVILLE RD","","LOUISVILLE","KY","40243","PRE-PACKAGED RETAIL","2021-09-10 00:00:00","96","","DOLLAR TREE #2213",""
"32726","1621724","REGULAR","GREENWOOD ELEMENTARY SCHOOL","","5801 GREENWOOD RD","","LOUISVILLE","KY","40258","SCHOOL CAFETERIA OR FOOD SERVICE","2021-09-10 00:00:00","100","A","GREENWOOD ELEMENTARY SCHOOL",""
"98075","1621728","REGULAR","BROOKDALE STONESTREET","","9251 STONESTREET RD","","LOUISVILLE","KY","40272","FOOD SERVICE (HOSPITAL / NURSING HOME","2021-09-10 00:00:00","98","A","BROOKDALE STONESTREET",""
"101739","1609254","REGULAR","HOLSOPPLE BREWING","","8023 CATHERINE LN","","LOUISVILLE","KY","40222","FOOD SERVICE","2021-07-13 00:00:00","100","A","HOLSOPPLE BREWING",""
"31332","1612898","FOLLOWUP","HIGHLANDS HEALTH & REHAB CNTR","","1705 STEVENS AVE","","LOUISVILLE","KY","40205","FOOD SERVICE (HOSPITAL / NURSING HOME","2021-07-22 00:00:00","","","HIGHLANDS HEALTH & REHAB CNTR",""
"90211","1612902","REGULAR","KRISPY KRUNCHY","","4544 POPLAR LEVEL RD","","LOUISVILLE","KY","40213","FOOD SERVICE","2021-07-29 00:00:00","94","A","KRISPY KRUNCHY",""
"56420","1612905","REGULAR","WALGREENS #3756","","3980 DIXIE HWY","","LOUISVILLE","KY","40216","PRE-PACKAGED RETAIL","2021-07-29 00:00:00","97","","WALGREENS #3756",""
"34536","1612920","REGULAR","KROGER L-360","","6900 BARDSTOWN RD","","LOUISVILLE","KY","40291","RETAIL-FOOD  10,001 SQ FT OR OVER","2021-07-27 00:00:00","99","A","KROGER L-360",""
"90490","1612922","REGULAR","AFC SUSHI @ KROGER #360","","6900 BARDSTOWN RD","","LOUISVILLE","KY","40291","FOOD SERVICE","2021-07-27 00:00:00","99","A","AFC SUSHI @ KROGER #360",""
"34968","1612972","COMPLAINT","HILLEBRAND NUTRITION CENTER","","1235 S 3RD ST","","LOUISVILLE","KY","40203","RETAIL WITH LIMITED SERVICE","2021-06-24 00:00:00","","","HILLEBRAND NUTRITION CENTER",""
"31337","1612987","REGULAR","SIGNATURE HEALTHCARE OF EAST LOUISVILLE","","2529 SIX MILE LN","","LOUISVILLE","KY","40220","FOOD SERVICE (HOSPITAL / NURSING HOME","2021-07-29 00:00:00","100","A","SIGNATURE HEALTHCARE OF EAST LOUISVILLE",""
"113159","1612998","OTHER","SQUARE CUT PIZZA","","741 E OAK ST","","LOUISVILLE","KY","40203","FOOD SERVICE","2021-07-22 00:00:00","100","","SQUARE CUT PIZZA",""
"112367","1613007","REGULAR","TRIFECTA BURRITOS PIZZA & SALADS","","1971 BROWNSBORO RD","","LOUISVILLE","KY","40207","FOOD SERVICE","2021-07-29 00:00:00","96","A","TRIFECTA BURRITOS PIZZA & SALADS",""
"106799","1613065","REGULAR","SMOKETOWN FAMILY WELLNESS CENTER","","760 S HANCOCK ST","","LOUISVILLE","KY","40203","PRE-PACKAGED RETAIL","2021-07-29 00:00:00","100","","SMOKETOWN FAMILY WELLNESS CENTER",""
"31474","1619491","REGULAR","PORTLAND ELEMENTARY SCHOOL","","3410 NORTHWESTERN PKWY","","LOUISVILLE","KY","40212","SCHOOL CAFETERIA OR FOOD SERVICE","2021-08-31 00:00:00","99","A","PORTLAND ELEMENTARY SCHOOL",""
"67017","1619494","REGULAR","WESTERN HIGH SCHOOL INSIDE CONCESSION","","2501 ROCKFORD LN","","LOUISVILLE","KY","40216","STATIONARY RESTRICTED CONCESSON","2021-08-31 00:00:00","98","","WESTERN HIGH SCHOOL INSIDE CONCESSION",""
"79560","1619544","REGULAR","SHIRAZ MEDITERRANEAN GRILL","","2210 HOLIDAY MANOR CENTER","","LOUISVILLE","KY","40222","FOOD SERVICE","2021-08-31 00:00:00","97","A","SHIRAZ MEDITERRANEAN GRILL",""
"113252","1619546","REGULAR","TAQUERIA LOS COMPADRES","","4088 MURPHY LN STE 104","","LOUISVILLE","KY","40241","FOOD SERVICE","2021-08-31 00:00:00","97","A","TAQUERIA LOS COMPADRES",""
"58779","1619559","REGULAR","JTOWN UNITED METHODIST CHURCH CHILDCARE","","10219 TAYLORSVILLE RD","","LOUISVILLE","KY","40299","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","2021-08-31 00:00:00","100","A","JTOWN UNITED METHODIST CHURCH CHILDCARE",""
"33646","1619574","REGULAR","DOMINO'S PIZZA #1432","","6803 SOUTHSIDE DR","","LOUISVILLE","KY","40214","FOOD SERVICE","2021-08-31 00:00:00","98","A","DOMINO'S PIZZA #1432",""
"99158","1619579","REGULAR","RALLY'S","","10310 DIXIE HWY","","LOUISVILLE","KY","40272","FOOD SERVICE","2021-08-31 00:00:00","95","A","RALLY'S",""
"57935","1609253","REGULAR","LAKE FOREST CC MALIBU POOL KITCHEN","","14000 LANDMARK DR","","LOUISVILLE","KY","40245","FOOD SERVICE","2021-07-13 00:00:00","100","A","LAKE FOREST CC MALIBU POOL KITCHEN",""
"100753","1609285","REGULAR","HALLMARK HOUSE","","10301 CONEFLOWER LN","","PROSPECT","KY","40059","FOOD SERVICE (HOSPITAL / NURSING HOME","2021-07-14 00:00:00","99","A","HALLMARK HOUSE",""
"66136","1612901","REGULAR","DOLLAR TREE #1932","","5713 PRESTON HWY","","LOUISVILLE","KY","40219","PRE-PACKAGED RETAIL","2021-07-29 00:00:00","98","","DOLLAR TREE #1932",""
"102040","1612915","REGULAR","L&B SISTERS GROCERY STORE","","4109 BARDSTOWN RD","","LOUISVILLE","KY","40218","PRE-PACKAGED RETAIL","2021-07-26 00:00:00","96","A","L&B SISTERS GROCERY STORE",""
"61546","1612919","REGULAR","CIRCLE K #4703230","","5000 SHEPHERDSVILLE RD","","LOUISVILLE","KY","40218","RETAIL-FOOD  10,000 SQ FT OR LESS","2021-07-26 00:00:00","99","","CIRCLE K #4703230",""
"33814","1612984","COMPLAINT","BELLARMINE UNIVERSITY DINING HALL","","2001 NEWBURG RD","","LOUISVILLE","KY","40205","FOOD SERVICE","2021-07-23 00:00:00","","","BELLARMINE UNIVERSITY DINING HALL",""
"113166","1613058","OTHER","ANN'S STOP & GO MINI MART","","1505 S 25TH ST","","LOUISVILLE","KY","40210","PRE-PACKAGED RETAIL","2021-06-29 00:00:00","99","","ANN'S STOP & GO MINI MART",""
"111189","1618527","REGULAR","PIZZA HUT #036947","","2508 PRESTON HWY","","LOUISVILLE","KY","40217","FOOD SERVICE","2021-08-25 00:00:00","96","A","PIZZA HUT #036947",""
"103820","1618655","REGULAR","MY CAFE","","4233 BARDSTOWN RD","","LOUISVILLE","KY","40218","FOOD SERVICE","2021-08-24 00:00:00","100","A","MY CAFE",""
"113399","1618679","OTHER","COX'S SMOKERS OUTLET #40","","9521-B US HWY 42","","PROSPECT","KY","40059","RETAIL-FOOD  10,001 SQ FT OR OVER","2021-08-09 00:00:00","99","","COX'S SMOKERS OUTLET #40",""
"107591","1618705","REGULAR","WENDY'S (SAC)","","2100 S FLOYD ST","","LOUISVILLE","KY","40208","FOOD SERVICE","2021-08-26 00:00:00","100","A","WENDY'S (SAC)",""
"103174","1618706","REGULAR","STARBUCKS SAC","","2100 S FLOYD ST","","LOUISVILLE","KY","40208","FOOD SERVICE","2021-08-26 00:00:00","98","A","STARBUCKS SAC",""
"113407","1618709","OTHER","U OF L HEALTH - MEDICAL CENTER EAST CAFE","","3920 DUTCHMANS LN","","LOUISVILLE","KY","40207","FOOD SERVICE","2021-08-17 00:00:00","99","","U OF L HEALTH - MEDICAL CENTER EAST CAFE",""
"109617","1585297","REGULAR","EAT YOUR BOURBON MARKETPLACE","","2708 FRANKFORT AVE","","LOUISVILLE","KY","40206","RETAIL-FOOD  10,000 SQ FT OR LESS","2021-03-09 00:00:00","100","A","EAT YOUR BOURBON MARKETPLACE",""
"31380","1585302","REGULAR","WESTERN HIGH SCHOOL","","2501 ROCKFORD LN","","LOUISVILLE","KY","40216","SCHOOL CAFETERIA OR FOOD SERVICE","2021-03-09 00:00:00","99","A","WESTERN HIGH SCHOOL",""
"110478","1585304","REGULAR","ROCKFORD MINI MART","","2323 ROCKFORD LN","","LOUISVILLE","KY","40216","RETAIL-FOOD  10,000 SQ FT OR LESS","2021-03-09 00:00:00","97","","ROCKFORD MINI MART",""
"101489","1585367","REGULAR","MELTING POT","","2045 S HURSTBOURNE PKWY","","LOUISVILLE","KY","40220","FOOD SERVICE","2021-03-10 00:00:00","99","A","MELTING POT",""
"62860","1585374","REGULAR","ST. MICHAELS SCHOOL","","3705 STONE LAKES DR","","LOUISVILLE","KY","40299","SCHOOL CAFETERIA OR FOOD SERVICE","2021-03-09 00:00:00","99","A","ST. MICHAELS SCHOOL",""
"77884","1585376","REGULAR","EL NOPAL","","12613 TAYLORSVILLE RD","","LOUISVILLE","KY","40299","FOOD SERVICE","2021-03-09 00:00:00","98","A","EL NOPAL",""
"85903","1585379","REGULAR","ST. BERNARD SOFTBALL CONCESSION","","7500 TANGELO DR","","LOUISVILLE","KY","40228","FOOD SERVICE","2021-03-10 00:00:00","99","A","ST. BERNARD SOFTBALL CONCESSION",""
"94801","1585386","REGULAR","JIM PATTERSON STADIUM #2","","3015 S 3RD ST","","LOUISVILLE","KY","40208","FOOD SERVICE","2021-03-10 00:00:00","100","A","JIM PATTERSON STADIUM #2",""
"64938","1585401","FOLLOWUP","PONDER CREEK","","620 VALLEY COLLEGE DR","","LOUISVILLE","KY","40272","FOOD SERVICE","2021-03-10 00:00:00","99","A","PONDER CREEK",""
"41556","1588449","REGULAR","SUBWAY #6345","","7531 OUTER LOOP","","LOUISVILLE","KY","40228","FOOD SERVICE","2021-03-29 00:00:00","98","A","SUBWAY #6345",""
"103824","1588550","REGULAR","INDI'S RESTAURANT","","3820 W MARKET ST","","LOUISVILLE","KY","40212","FOOD SERVICE","2021-03-29 00:00:00","96","A","INDI'S RESTAURANT",""
"32786","1591871","REGULAR","LASSITER MIDDLE SCHOOL","","8200 CANDLEWORTH DR","","LOUISVILLE","KY","40214","SCHOOL CAFETERIA OR FOOD SERVICE","2021-04-19 00:00:00","100","A","LASSITER MIDDLE SCHOOL",""
"90270","1591874","REGULAR","PAPA MURPHY'S","","6661 DIXIE HWY","","LOUISVILLE","KY","40258","FOOD SERVICE","2021-04-19 00:00:00","98","A","PAPA MURPHY'S",""
"61098","1591907","REGULAR","BRIAN'S DELI/SUYONG KIM","","531 S 4TH ST","","LOUISVILLE","KY","40202","RETAIL-FOOD  10,000 SQ FT OR LESS","2021-04-19 00:00:00","97","A","BRIAN'S DELI/SUYONG KIM",""
"84757","1591909","REGULAR","MI CASITA ON 4TH","","520 S 4TH ST","","LOUISVILLE","KY","40202","FOOD SERVICE","2021-04-19 00:00:00","95","A","MI CASITA ON 4TH",""
"110658","1591939","REGULAR","MATT WINN STEAKHOUSE","","700 CENTRAL AVE","","LOUISVILLE","KY","40208","FOOD SERVICE","2021-04-15 00:00:00","100","A","MATT WINN STEAKHOUSE",""
"112115","1595538","REGULAR","LA PINATA GRILL & MARKET","","4028 S 3RD ST","","LOUISVILLE","KY","40214","RETAIL-FOOD  10,000 SQ FT OR LESS","2021-05-06 00:00:00","96","A","LA PINATA GRILL & MARKET",""
